score,class
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,0
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,1
0.4822,0
0.4822,0
0.4822,0
0.4822,1
